SalesNav Name,Account Name,Deterministic Match,Match Score
-,Sun Bum,,0.0
-,Ontex,,0.0
-,Ashley Furniture Industries,,0.0
-,Garden of Life,,0.0
-,Arc'teryx,,0.0
-,Tilly's,,0.0
-,TechStyle Fashion Group,,0.0
-,Ainsworth Game Technology,,0.0
-,Maurices,,0.0
-,Childrens Place,,0.0
-,Eileen Fisher,,0.0
-,Cole Haan,,0.0
-,Tecovas,,0.0
-,Therabody,,0.0
-,Bonobos,,0.0
-,ILIA Beauty,,0.0
-,UPPAbaby,,0.0
-,AllBirds,,0.0
-,Reformation,,0.0
-,Lilly Pulitzer,,0.0
-,Zwift,,0.0
-,Vera Bradley,,0.0
-,TOMS,,0.0
-,Vuori,,0.0
-,"Oakley, Inc.",,0.0
-,Fabletics,,0.0
-,S&S Activewear,,0.0
-,Rocky Brands,,0.0
-,Alphabroder,,0.0
-,Outdoor Cap,,0.0
-,Coach,,0.0
-,Rally House,,0.0
-,Ralph Lauren,,0.0
-,Nordstrom,,0.0
-,Victoria's Secret,,0.0
-,Gap Inc.,,0.0
-,CHANEL,,0.0
-,World Kinect,,0.0
-,Coppel,,0.0
-,DSW Shoe Warehouse,,0.0
-,DICK'S Sporting Goods,,0.0
-,Liverpool Mexico,,0.0
-,Ascena Retail Group,,0.0
-,SPARC Group,,0.0
-,Centric Brands,,0.0
-,PVH,,0.0
-,lululemon,,0.0
-,Bass Pro Shops,,0.0
-,Foot Locker,,0.0
-,Lululemon Athletica,,0.0
-,Epic Group,,0.0
-,The Exchange,,0.0
-,Forever21,,0.0
-,Tapestry,,0.0
-,Academy Sports + Outdoors,,0.0
-,Camping World,,0.0
-,HanesBrands,,0.0
-,Banana Republic,,0.0
-,Capri Holdings,,0.0
-,URBN,,0.0
-,Cabela's,,0.0
-,American Eagle Outfitters,,0.0
-,Urban Outfitters,,0.0
-,Abercrombie & Fitch,,0.0
-,Fanatics Inc,,0.0
-,Fanatics,,0.0
-,REI,,0.0
-,American Eagle,,0.0
-,Tailored Brands,,0.0
-,Designer Brands,,0.0
-,G-III Apparel Group,,0.0
-,Gildan Branded Apparel,,0.0
-,GIII,,0.0
-,Calvin Klein USA,,0.0
-,RadioShack,,0.0
-,Caleres,,0.0
-,Vestis,,0.0
-,Gymboree,,0.0
-,Talbots,,0.0
-,Guess,,0.0
-,Wrangler Jeans,,0.0
-,Ann Taylor,,0.0
-,Bosideng,,0.0
-,Lids,,0.0
-,Bon-Ton,,0.0
-,Genesco,,0.0
-,J.Crew,,0.0
-,Payless ShoeSource,,0.0
-,Giant Tiger,,0.0
-,Finish Line,,0.0
-,Chico's FAS,,0.0
-,Hot Topic,,0.0
-,National Stores,,0.0
-,Varsity Brands,,0.0
-,Rainbow,,0.0
-,Joe Fresh,,0.0
-,Bluestem Brands,,0.0
-,L.L.Bean,,0.0
-,Express,,0.0
-,Hibbett Sports,,0.0
-,Boot Barn,,0.0
-,The Hut,,0.0
-,Aritzia,,0.0
-,Scheels Sports,,0.0
-,Patagonia,,0.0
-,Sunglass Hut,,0.0
-,PacSun,,0.0
-,Men's Wearhouse,,0.0
-,Famous Footwear,,0.0
-,Reebok,,0.0
-,ALDO,,0.0
-,Dolce & Gabbana,,0.0
-,Boardriders,,0.0
-,El Palacio de Hierro,,0.0
-,Stitch Fix,,0.0
-,Oxford,,0.0
-,Barnes & Noble College,,0.0
-,Timberland,,0.0
-,Aeropostale,,0.0
-,Shoe Show,,0.0
-,Vans,,0.0
-,Eddie Bauer,,0.0
-,Quiksilver,,0.0
-,Shoe Show,,0.0
-,Kate Spade,,0.0
-,Dress Barn Online,,0.0
-,Charlotte Russe,,0.0
-,New York & Company,,0.0
-,Sportsman's Warehouse,,0.0
-,Rack Room Shoes,,0.0
-,Buckle,,0.0
-,Birkenstock,,0.0
-,Lucky Brand,,0.0
-,Shoe Carnival,,0.0
-,Torrid,,0.0
-,Amaya,,0.0
-,todds,,0.0
-,Armani Exchange,,0.0
-,The North Face,,0.0
-,Balfour,,0.0
-,Catherines,,0.0
-,Johnson Fitness & Wellness,,0.0
-,Revolve Group,,0.0
-,Tecnica Group Canada,,0.0
-,rue21,,0.0
-,Alstyle Apparel & Activewear,,0.0
-,Papaya Clothing,,0.0
-,Gordmans,,0.0
-,Spirit Halloween,,0.0
-,Kellwood Apparel,,0.0
-,Tumi,,0.0
-,Canada Goose,,0.0
-,Modell's Sporting Goods,,0.0
-,JOS. A. BANK CLOTHIERS,,0.0
-,Claire's,,0.0
-,Chisty Tex,,0.0
-,Glen Raven,,0.0
-,Mark's,,0.0
-,Charming Charlie,,0.0
-,Big 5 Sporting Goods,,0.0
-,Zumiez,,0.0
-,Tom James Company,,0.0
-,About You,,0.0
-,SanMar,,0.0
-,HSN,,0.0
-,Anthropologie,,0.0
-,Buffalo Jeans,,0.0
-,Converse,,0.0
-,Ardene,,0.0
-,Hollingsworth & Vose,,0.0
-,Vita Couture,,0.0
-,Molten,,0.0
-,PGA TOUR Superstore,,0.0
-,Groupe Boucher Sports,,0.0
-,Capelli New York,,0.0
-,Standard Textile Co.,,0.0
-,Dallas Cowboys,,0.0
-,One Jeanswear Group,,0.0
-,Sportsman's Warehouse,,0.0
-,Lane Bryant,,0.0
-,Champs Sports,,0.0
-,KEEN,,0.0
-,Velcro,,0.0
-,SSENSE,,0.0
-,Citi Trends,,0.0
-,Carolina Herrera,,0.0
-,INDOCHINO,,0.0
-,Jollychic,,0.0
-,Free People,,0.0
-,Groupe Dynamite,,0.0
-,Dickies,,0.0
-,Francesca's,,0.0
-,Fleet Farm,,0.0
-,Cato,,0.0
-,Cotton,,0.0
-,Marc Jacobs,,0.0
-,Vineyard Vines,,0.0
-,BCBGMAXAZRIAGROUP,,0.0
-,Rubies Costume Company,,0.0
-,Brighton Collectibles,,0.0
-,King Power Safety Canada,,0.0
-,Dioz Group,,0.0
-,Von Maur,,0.0
-,Furla,,0.0
-,VF Imagewear,,0.0
-,Tom Ford,,0.0
-,Galls,,0.0
-,AstenJohnson,,0.0
-,Duluth Trading Co.,,0.0
-,Ashley Stewart,,0.0
-,Impuls,,0.0
-,West Marine,,0.0
-,BSN Sports,,0.0
-,Hangers Plus,,0.0
-,Justice,,0.0
-,Evereve,,0.0
-,Family Leisure,,0.0
-,Mundo Terra,,0.0
-,J. Jill,,0.0
-,Uniform Advantage,,0.0
-,St. John Knits,,0.0
-,Sree Santhosh Group,,0.0
-,Nine West,,0.0
-,Athleta,,0.0
-,J Polep Distribution Services,,0.0
-,Superior Pool Products,,0.0
-,Sotheby's,,0.0
-,Carmen Steffens,,0.0
-,JustFab,,0.0
-,Unifi,,0.0
-,"Distribuidora Flexi, SA De CV",,0.0
-,Reitmans (Canada) Ltd,,0.0
-,YONEX,,0.0
-,C&A Mexico S de RL,,0.0
-,SGC,,0.0
-,Rue Gilt Groupe,,0.0
-,YM,,0.0
-,Altar'd State,,0.0
-,The RealReal,,0.0
-,Hart Schaffner Marx,,0.0
-,Ropa Siete Leguas SA de CV,,0.0
-,Zappos,,0.0
-,Osklen,,0.0
-,Aerosoles,,0.0
-,Ricki's,,0.0
-,aka Brands,,0.0
-,FIGS,,0.0
-,Renfro,,0.0
-,DXL,,0.0
-,Simons,,0.0
-,Earthbound Trading,,0.0
-,Canali,,0.0
-,Rue La La,,0.0
-,Wakefield's,,0.0
-,Propper International,,0.0
-,Skims,,0.0
-,Quantico Tactical,,0.0
-,A'GACI,,0.0
-,Anvil by Gildan,,0.0
-,Endless Surf,,0.0
-,Reitmans,,0.0
-,Ekouaer,,0.0
-,Hemsa,,0.0
-,United Colors of Benetton,,0.0
-,Perry Ellis International,,0.0
-,Fine Canvas Prints,,0.0
-,Destination XL Group,,0.0
-,Women,,0.0
-,Conforpie,,0.0
-,Tommy Bahama,,0.0
-,Soft Surroundings,,0.0
-,Underdog Global Sports,,0.0
-,Lulus,,0.0
-,Deep Blue Seafood,,0.0
-,Rogan's Shoes,,0.0
-,Tanger Outlets,,0.0
-,Grupo Axo,,0.0
-,LYCRA,,0.0
-,The Athlete's Foot,,0.0
-,Baby Creysi,,0.0
-,Knees and Toes,,0.0
-,Cotton Ginny,,0.0
-,Community Arts Ontario,,0.0
-,LTR Sports,,0.0
-,Hari Darshan,,0.0
-,HENRIPAUL Professional Scrubs,,0.0
-,For Joseph,,0.0
-,Walter E. Nelson Co.,,0.0
-,Lolly-tots,,0.0
-,Cupid Foundations,,0.0
-,Nothing But Style,,0.0
-,Perfect Shirt,,0.0
-,New Era Cap,,0.0
-,Brandname,,0.0
-,Tory Burch,,0.0
-,Dunham's Sports,,0.0
-,Century 21 Department Stores,,0.0
-,Shoe Sensation,,0.0
-,Spinrite,,0.0
-,Gokaldas Images,,0.0
-,Triathanewbie.com,,0.0
-,HNizam Din & Sons Pvt,,0.0
-,Wet Seal,,0.0
-,Shasa,,0.0
-,Laura Canada,,0.0
-,Paramount Headwear,,0.0
-,Duvaltex,,0.0
-,Topson Downs,,0.0
-,ABEO Footwear,,0.0
-,Delta,,0.0
-,Easton Archery,,0.0
-,Augusta Sportswear Brands,,0.0
-,Kayser-Roth Corporation,,0.0
-,Boden US,,0.0
-,Haggar Clothing,,0.0
-,Soma,,0.0
-,DanOn,,0.0
-,Bergdorf Goodman,,0.0
-,Houston Fixed Gear,,0.0
-,Totes,,0.0
-,Motherhood Maternity,,0.0
-,Outwear (BD) Garments,,0.0
-,Fashion Nova,,0.0
-,Bob's Stores,,0.0
-,SoftMoc,,0.0
-,"Oriental Products & trading Co., Inc",,0.0
-,The Prudential Overall Supply,,0.0
-,Juicy Couture,,0.0
-,Golf Town Canada,,0.0
-,Cavender's Out Of State Stores,,0.0
-,Jockey,,0.0
-,WSS,,0.0
-,Weyco Group,,0.0
-,Poshmark,,0.0
-,Ellos,,0.0
-,Empresas ADOC,,0.0
-,Pure Hockey,,0.0
-,Hope Global,,0.0
-,Janie and Jack,,0.0
-,Mountain Sports Club,,0.0
-,Marypaz,,0.0
-,Orvis,,0.0
-,J.Hilburn,,0.0
-,Grunt Style,,0.0
-,ESCADA Online,,0.0
-,Shawmut Corporation,,0.0
-,Printful,,0.0
-,Kalogerou,,0.0
-,Honest,,0.0
-,Randa Accessories,,0.0
-,Mavi,,0.0
-,Vince,,0.0
-,Bilsar,,0.0
-,General RV Center,,0.0
-,Gearco,,0.0
-,Mason Companies,,0.0
-,Landau Uniforms,,0.0
-,Bella + Canvas,,0.0
-,Tru-Spec,,0.0
-,Fanzz Sports Apparel,,0.0
-,Sport Chek,,0.0
-,Garanimals,,0.0
-,Pazolini,,0.0
-,Cone Denim,,0.0
-,Franklin Sports,,0.0
-,TSC Apparel,,0.0
-,Claire's Accessories #6433,,0.0
-,Rent the Runway,,0.0
-,HornerXpress,,0.0
-,Spector & Co,,0.0
-,Hollister,,0.0
-,Polartec LLC,,0.0
-,EMS,,0.0
-,H.H. Brown,,0.0
-,Babylist,,0.0
-,La Mesa RV,,0.0
-,San Antonio Shoemakers,,0.0
-,Elie Tahari,,0.0
-,Fiberweb,,0.0
-,The Walking Company,,0.0
-,CBI Distributing,,0.0
-,Frontier Spinning Mills,,0.0
-,W.C. Bradley Co.,,0.0
-,Everything But Water,,0.0
-,Service Wear Apparel,,0.0
-,Kenneth Cole,,0.0
-,Advanced Turf Solutions,,0.0
-,Thirty-One,,0.0
-,Guilford Performance Textiles,,0.0
-,The New Yorker,,0.0
-,Johnston & Murphy,,0.0
-,Trivium.ca,,0.0
-,Highland Industries,,0.0
-,Scrubs & Beyond,,0.0
-,Flexon,,0.0
-,Wilsons Leather,,0.0
-,PIM Brands,,0.0
-,Ait Resources,,0.0
-,Gobi,,0.0
-,Propex,,0.0
-,Valdese Weavers,,0.0
-,Temu,,0.0
-,Pendleton,,0.0
-,Colchas Mexico SA De CV,,0.0
-,K&g,,0.0
-,Innovasport,,0.0
-,Nautica,,0.0
-,Volcom,,0.0
-,Specialty Sports Venture,,0.0
-,Christopher & Banks,,0.0
-,Visconti Garment Hangers,,0.0
-,Limited Too,,0.0
-,Precision Fabrics Group,,0.0
-,Factory Connection,,0.0
-,BonWorth,,0.0
-,Totes Isotoner,,0.0
-,Gilt,,0.0
-,Ditech Apparel Group,,0.0
-,American Apparel,,0.0
-,Western Power Sports,,0.0
-,Justin Brands,,0.0
-,Town & Country Living,,0.0
-,Adore Me,,0.0
-,Venus,,0.0
-,Just Cozy,,0.0
-,UNTUCKit,,0.0
-,Avayo Electronics Canada,,0.0
-,Santory,,0.0
-,Capa de Ozono,,0.0
-,"Brownells, Inc.",,0.0
-,Inman Mills,,0.0
-,Lord & Taylor,,0.0
-,Mount Vernon Mills,,0.0
-,Merrell,,0.0
-,BGF Industries,,0.0
-,Bike Line,,0.0
-,QST Industries,,0.0
-,Intrigue,,0.0
-,True Religion,,0.0
-,Cobra Golf,,0.0
-,Duloren,,0.0
-,Bombas,,0.0
-,Moores Clothing for Men,,0.0
-,ModCloth,,0.0
-,Grafton Apparel,,0.0
-,5.11 Tactical,,0.0
-,Northern Reflections,,0.0
-,Sail,,0.0
-,Shinewide Shoes,,0.0
-,Smith Optics,,0.0
-,Vf Outdoor,,0.0
-,Arlisman,,0.0
-,Sierra,,0.0
-,Haddad Apparel Group,,0.0
-,Culp,,0.0
-,OpticsPlanet,,0.0
-,Gerber Childrenswear,,0.0
-,Hybrid Apparel,,0.0
-,Jerry Leigh,,0.0
-,The Wool Studio,,0.0
-,Careismatic Brands,,0.0
-,Greenbridge,,0.0
-,Pure Romance,,0.0
-,Mainland Headwear Holdings Limited,,0.0
-,Precision Point Firearms,,0.0
-,Moda Operandi,,0.0
-,Bootlegger,,0.0
-,Lebanon Seaboard,,0.0
-,DTLR VILLA,,0.0
-,Harry Rosen,,0.0
-,David's Bridal,,0.0
-,DKNY,,0.0
-,Versona,,0.0
-,Premier Golf Distributors,,0.0
-,Browns,,0.0
-,Finotex,,0.0
-,Roots,,0.0
-,Destination Maternity,,0.0
-,Alice + Olivia,,0.0
-,Cleveland Cavaliers Youth Sports,,0.0
-,Comfort Colors,,0.0
-,Komar,,0.0
-,Road Runner Sports,,0.0
-,Cleveland Golf,,0.0
-,Pirma,,0.0
-,Rawlings,,0.0
-,Cache,,0.0
-,Wilkins Solutions Enterprises,,0.0
-,SportVision,,0.0
-,Bedlam Street Creative,,0.0
-,Juju Footwear Group,,0.0
-,Saitex International,,0.0
-,Hamrick's,,0.0
-,Golf Galaxy,,0.0
-,MoneyGram,,0.0
-,LaCrosse Footwear,,0.0
-,Chef Works,,0.0
-,WorldWide Golf,,0.0
-,American Outdoor Brands,,0.0
-,Affliction Clothing,,0.0
-,The Western,,0.0
-,Italika Irapuato,,0.0
-,Prym Consumer USA,,0.0
-,University Tees,,0.0
-,Kindthread,,0.0
-,Amerex Group,,0.0
-,The Antigua Group,,0.0
-,Bubba's Paintball,,0.0
-,Netshoes,,0.0
-,Toka Mexico,,0.0
-,Coldwater Creek,,0.0
-,Pish Posh,,0.0
-,Eclipse Stores Inc.,,0.0
-,Rudsak,,0.0
-,Discountmugs.com,,0.0
-,Marshall Retail Group,,0.0
-,Coppley,,0.0
-,"Grupo Industrial Miro, SA de CV",,0.0
-,And Other Stories,,0.0
-,Covercraft,,0.0
-,Ammar Belal,,0.0
-,Mailbox Forwarding,,0.0
-,Heckler & Koch USA,,0.0
-,Stitch It,,0.0
-,Dportenis,,0.0
-,FlyingPeas,,0.0
-,Mag Instrument,,0.0
-,Lafayette Interior Fashions,,0.0
-,U.S. Cotton,,0.0
-,Point Blank Enterprises,,0.0
-,Springfield Armory,,0.0
-,Maggy London International,,0.0
-,Allen Edmonds,,0.0
-,Gq Sports,,0.0
-,Jordache,,0.0
-,BioWorld,,0.0
-,Fox Racing,,0.0
-,FULLBEAUTY,,0.0
-,Lakeshirts,,0.0
-,Ella Moss,,0.0
-,Stanfield's,,0.0
-,Manhattan Beachwear,,0.0
-,Rad Power Bikes,,0.0
-,DivingGlobal,,0.0
-,Byer California,,0.0
-,Univ,,0.0
-,Venus Group,,0.0
-,Cycling Sports Group,,0.0
-,Morbern,,0.0
-,STI Fabrics,,0.0
-,RAJ Swim,,0.0
-,DrJays,,0.0
-,Maggie Sottero,,0.0
-,Giosis Mecoxlane,,0.0
-,Cincinnati Chess Club,,0.0
-,Sweet Peanut,,0.0
-,Dover Saddlery,,0.0
-,Spanx,,0.0
-,North 40 Outfitters,,0.0
-,Almond Footwear,,0.0
-,Vickerey,,0.0
-,Waygit,,0.0
-,Dtrt Apparel,,0.0
-,Dealmoon,,0.0
-,Bare Necessities,,0.0
-,National Spinning Company,,0.0
-,Good American,,0.0
-,Pelican,,0.0
-,Marmaxx Operating,,0.0
-,Hurley,,0.0
-,Turner's Outdoorsman,,0.0
-,Enchanted Costumes,,0.0
-,Black Diamond Equipment,,0.0
-,Naturalizer Pen Centre,,0.0
-,BOTH,,0.0
-,BRENTWOOD ORIGINALS,,0.0
-,Ouchhh,,0.0
-,Red Kap,,0.0
-,Blue84,,0.0
-,Mundi Westport,,0.0
-,Out of Print,,0.0
-,Koos Manufacturing,,0.0
-,Mercado Shops,,0.0
-,AMMO,,0.0
-,Lascana,,0.0
-,Retail Concepts,,0.0
-,GOAT Group,,0.0
-,The Row,,0.0
-,Alphalete Athletics LLC,,0.0
-,Billabong,,0.0
-,Leimere,,0.0
-,Grupo Vanity,,0.0
-,Athenas Home Novelties,,0.0
-,Sneaker Villa,,0.0
-,Hwaseung,,0.0
-,Hoss Intropia,,0.0
-,Sunny Co Clothing,,0.0
-,WinCraft,,0.0
-,Solstice Sunglasses,,0.0
-,Grupo Bamex SA de CV,,0.0
-,Kitty Hawk Kites,,0.0
-,Sports Fan Island,,0.0
-,Schuylkill Valley Sports,,0.0
-,Forrest & Harold,,0.0
-,Sport Supply Group,,0.0
-,BabyMallOnline,,0.0
-,The Warnaco Group,,0.0
-,Firmoo Online Optical Store,,0.0
-,L & R Sports,,0.0
-,Sportium,,0.0
-,Medi USA,,0.0
-,G.H. Bass,,0.0
-,Jones Apparel Group,,0.0
-,Dr Pepper Snapple Group Uniform Store,,0.0
-,Travelpro International,,0.0
-,STUART WEITZMAN,,0.0
-,West 49,,0.0
-,STX,,0.0
-,Sockwell Socks,,0.0
-,Servicios Corporativos Melody-Milano,,0.0
-,Vantage Apparel,,0.0
-,Tradehome Shoes,,0.0
-,Hyperice,,0.0
-,Robinson Manufacturing,,0.0
-,Bealls Outlet Stores,,0.0
-,ONIX Pickleball,,0.0
-,Llano de la Torre,,0.0
-,Hunters Specialties,,0.0
-,Ecko,,0.0
-,Fastup,,0.0
-,Paradigm Industries,,0.0
-,Kamik,,0.0
-,Delsey,,0.0
-,La Senza,,0.0
-,Riddell,,0.0
-,Alpinestars,,0.0
-,Fabricut,,0.0
-,South Moon Under,,0.0
-,Tm Designworks,,0.0
-,Rothco,,0.0
-,Fred David,,0.0
-,Public Bikes,,0.0
-,TST Business Solutions,,0.0
-,National Defense Corp,,0.0
-,Nom de Guerre,,0.0
-,Buckmans,,0.0
-,Lavartex,,0.0
-,Maille Club Group,,0.0
-,Mizuno Korea,,0.0
-,AmeriMark,,0.0
-,Diunsa,,0.0
-,MV Sport,,0.0
-,Proenza Schouler,,0.0
-,ES Originals,,0.0
-,Horace Small,,0.0
-,Salt Life,,0.0
-,Christy Sports,,0.0
-,Talize,,0.0
-,Phat Farm,,0.0
-,Chrome Hearts,,0.0
-,Crosman,,0.0
-,Karmaloop,,0.0
-,K-Swiss,,0.0
-,La Vie En Rose,,0.0
-,Houston Astros,,0.0
-,Mister Tennis,,0.0
-,Castania Nuts,,0.0
-,Primary Arms,,0.0
-,Union Supply Group,,0.0
-,Majestic Glove,,0.0
-,Dynacraft Wheels,,0.0
-,Majestic Athletic,,0.0
-,Lady Foot Locker,,0.0
-,American Automotive,,0.0
-,Thomas Golf,,0.0
-,ROKA Sports,,0.0
-,Goat,,0.0
-,Brandy Melville,,0.0
-,Birks Group,,0.0
-,Tip Top Tux,,0.0
-,Mariscal Moda Hombre SA de CV,,0.0
-,Thanh Cong Textile Garment Investment Trading Joint Stock Company,,0.0
-,RG Barry,,0.0
-,BeBelle,,0.0
-,Manolo Blahnik International,,0.0
-,Everlane,,0.0
-,Final-Score,,0.0
-,OneCoast,,0.0
-,7 For All Mankind,,0.0
-,MidwayUSA,,0.0
-,Lakeland Industries,,0.0
-,Cielo Hammocks,,0.0
-,OOBE,,0.0
-,The XXIO,,0.0
-,Rag & Bone,,0.0
-,"Lactoproductos La Loma, SA de CV",,0.0
-,Shoe Station,,0.0
-,Secure Capital Holdings,,0.0
-,Steel Grip,,0.0
-,RTIC,,0.0
-,Balance Canada,,0.0
-,Frank And Oak,,0.0
-,FAMBrands,,0.0
-,CamelBak,,0.0
-,Peerless Clothing,,0.0
-,XDS Bicycles,,0.0
-,Jerash Holdings,,0.0
-,Yumi Kim,,0.0
-,Superior Glove,,0.0
-,Sports Experts,,0.0
-,Fishers,,0.0
-,Frattina,,0.0
-,Core Health & Fitness,,0.0
-,Ariat,,0.0
-,MGF Sourcing,,0.0
-,Town Team,,0.0
-,Kill City,,0.0
-,Marty's #095,,0.0
-,OA SA de CV,,0.0
-,Kimber Manufacturing,,0.0
-,FILA USA,,0.0
-,Touch of Modern,,0.0
-,Lafayette 148,,0.0
-,Springtex International,,0.0
-,Synapse Partners,,0.0
-,Frame,,0.0
-,Umarex USA,,0.0
-,Moose Knuckles International,,0.0
-,Diva Girl Enterprises,,0.0
-,Groove Life,,0.0
-,Gsm - Group,,0.0
-,Trivantage,,0.0
-,Matrix Fitness,,0.0
-,Aviator Nation,,0.0
-,Rothy's,,0.0
-,Seaman Corporation,,0.0
-,Winners Merchants International,,0.0
-,Bella Bridesmaids,,0.0
-,HomeParty Rep,,0.0
-,Good Feet Worldwide,,0.0
-,Hemline,,0.0
-,Pull-Ups.com,,0.0
-,Woom Bikes USA,,0.0
-,Wolford,,0.0
-,Indus Apparel,,0.0
-,Doc & Mark,,0.0
-,Product City,,0.0
-,Marmot Mountain,,0.0
-,John Varvatos,,0.0
-,Intermix,,0.0
-,SnugZ USA,,0.0
-,Motives International,,0.0
-,Life Is Good,,0.0
-,Palmetto Moon,,0.0
-,Active Ride Shop,,0.0
-,Integrated Fabric Resource,,0.0
-,Luke's Locker,,0.0
-,Cap Yarns,,0.0
-,American Ordnance,,0.0
-,Blue Falls Manufacturing,,0.0
-,Izod,,0.0
-,Amnesia,,0.0
-,BonLook,,0.0
-,Blauer,,0.0
-,T.J. Maxx,,0.0
-,Jasmine Bridal,,0.0
-,FoodHandler,,0.0
-,Victoria's Secret PINK at UTDallas,,0.0
-,Trend Marketing,,0.0
-,The Bradford Exchange,,0.0
-,Society for Rational Dress,,0.0
-,RevZilla,,0.0
-,Nb Naperville,,0.0
-,MK Collab,,0.0
-,Gaspard,,0.0
-,Alba clothings,,0.0
-,Hickey Freeman,,0.0
-,Dck Group,,0.0
-,City Sports,,0.0
-,The Moret Group,,0.0
-,Liz Minelli,,0.0
-,Tommy John,,0.0
-,Sun & Ski,,0.0
-,Guilford of Maine,,0.0
-,Grabasa,,0.0
-,Unilever,,0.0
-,Beats by Dr. Dre,,0.0
-,KIK Consumer Products,,0.0
-,Lancer,,0.0
-,Fluidra,,0.0
-,Costco Wholesale,,0.0
-,Kroger,,0.0
-,Unilever USA,,0.0
-,Sam's Club,,0.0
-,Walt Disney World Resort,,0.0
-,Jewel-Osco Floral,,0.0
-,Jewel-Osco,,0.0
-,Dollar General,,0.0
-,Ross Stores,,0.0
-,Meijer,,0.0
-,BJ's Wholesale Club,,0.0
-,Tractor Supply Co.,,0.0
-,Food Lion,,0.0
-,Trader Joe's,,0.0
-,Menards,,0.0
-,Stop & Shop,,0.0
-,99 CENTS ONLY STORES,,0.0
-,FAMILY DOLLAR,,0.0
-,Hy-Vee,,0.0
-,Nova Lifestyle,,0.0
-,Chow Tai Fook Jewellery,,0.0
-,Wegmans,,0.0
-,Giant Eagle,,0.0
-,JCPenney,,0.0
-,Michaels Stores,,0.0
-,WinCo Foods,,0.0
-,ToysRUs,,0.0
-,PetSmart,,0.0
-,Southeastern Grocers,,0.0
-,Winn-Dixie,,0.0
-,Ace Hardware,,0.0
-,The Pokemon Company International,,0.0
-,Office Depot,,0.0
-,Fred Meyer,,0.0
-,Staples,,0.0
-,Williams-Sonoma,,0.0
-,Goodwill Industries International,,0.0
-,Sprouts Farmers Market,,0.0
-,84 Lumber,,0.0
-,Harris Teeter,,0.0
-,Dillard's,,0.0
-,Saks Fifth Avenue,,0.0
-,Coca-Cola Consolidated,,0.0
-,Market Basket,,0.0
-,Shaw's,,0.0
-,Petco Animal Supplies,,0.0
-,Bed Bath & Beyond,,0.0
-,Dr Pepper,,0.0
-,Ingles Markets,,0.0
-,Harbor Freight Tools,,0.0
-,ALDI USA,,0.0
-,Chedraui USA,,0.0
-,JS Global,,0.0
-,King Soopers,,0.0
-,PriceSmart,,0.0
-,Weis Markets,,0.0
-,Save-A-Lot,,0.0
-,Hannaford Bros. Co.,,0.0
-,Big Lots,,0.0
-,Central Pet,,0.0
-,Marshalls,,0.0
-,Raley's,,0.0
-,Mattress Firm,,0.0
-,Floor & Decor,,0.0
-,Save Mart Supermarkets,,0.0
-,Giant Food,,0.0
-,Grocery Outlet,,0.0
-,Stater Bros. Markets,,0.0
-,United Supermarkets,,0.0
-,Rooms To Go,,0.0
-,BlueTriton Brands,,0.0
-,Amorepacific US,,0.0
-,Ralphs,,0.0
-,Fry's Food Stores,,0.0
-,Saputo Cheese USA,,0.0
-,Belk,,0.0
-,Schwan's Company,,0.0
-,Instacart,,0.0
-,Smart & Final Stores,,0.0
-,Coca Cola Bottling United,,0.0
-,Food City,,0.0
-,Tops Markets,,0.0
-,Faire,,0.0
-,Kum & Go,,0.0
-,"Bealls, Inc.",,0.0
-,Kmart,,0.0
-,Energizer Holdings,,0.0
-,PC Connection,,0.0
-,The Save Mart Companies,,0.0
-,Houchens Industries,,0.0
-,Ahold Delhaize USA,,0.0
-,WK Kellogg,,0.0
-,Red Bull North America,,0.0
-,Fareway Stores,,0.0
-,Micro Center,,0.0
-,Big Y Foods,,0.0
-,VICTRA,,0.0
-,Dillons,,0.0
-,Heritage Grocers Group,,0.0
-,Whole Foods Market,,0.0
-,Village Supermarket,,0.0
-,Ollie's Bargain Outlet,,0.0
-,Price Chopper,,0.0
-,True Value,,0.0
-,Reddy Ice,,0.0
-,Pet Supplies Plus,,0.0
-,MAC Cosmetics,,0.0
-,Stein Mart,,0.0
-,Aaron's,,0.0
-,Crumbl Cookies,,0.0
-,Penguin Random House,,0.0
-,Lowes Foods,,0.0
-,The Fresh Market,,0.0
-,Sears,,0.0
-,Coca-Cola Beverages Florida,,0.0
-,Supervalu,,0.0
-,hhgregg,,0.0
-,McCoy's Building Supply,,0.0
-,Fiesta Mart,,0.0
-,Books-A-Million,,0.0
-,Cub,,0.0
-,At Home,,0.0
-,Pepperidge Farm,,0.0
-,Philz Coffee,,0.0
-,Blue Diamond Growers,,0.0
-,Bashas',,0.0
-,Overstock.com,,0.0
-,Newegg,,0.0
-,Rouses Markets,,0.0
-,Zales,,0.0
-,Duty Free Americas,,0.0
-,Roses Discount Stores,,0.0
-,Marc's,,0.0
-,Vallarta Supermarkets,,0.0
-,Hiland Dairy Foods,,0.0
-,Lands' End,,0.0
-,Bob's Discount Furniture,,0.0
-,Celsius,,0.0
-,Braum's,,0.0
-,Harps Food Stores,,0.0
-,Gabe's,,0.0
-,HMart,,0.0
-,Conn's,,0.0
-,Allegheny City Brewing,,0.0
-,Eataly,,0.0
-,Premium Waters,,0.0
-,Boscov's Department Store,,0.0
-,Buffalo Rock,,0.0
-,Natural Grocers,,0.0
-,Ocean State Job Lot,,0.0
